type	GeneSymbol	ProductName
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX3
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX4
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604358	MORCfamilyCW-typezincfingerprotein3-like%2CtranscriptvariantX5
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604360	coagulationfactorVIII
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604362	monocarboxylatetransporter8-like
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	LOC106604363	leucine-richrepeatneuronalprotein4
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	tstd1	thiosulfatesulfurtransferaselikedomaincontaining1
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
mRNA	zgc:195212	DUF4554domain-containingprotein
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
Name=NM_001140152.1	mRNA	polymerase(DNAdirected)%2Calpha2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX1
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	LOC106604367	zincfingerproteinubi-d4%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX1
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	slc24a6a	solutecarrierfamily24member6a%2CtranscriptvariantX2
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	zdhhc24	zincfingerDHHC-typecontaining24
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC106604353	putativecyclin-dependentserine/threonine-proteinkinaseDDB_G0272797/DDB_G0274007
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
mRNA	LOC123743238	sodium/potassium/calciumexchanger1-like
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
Name=NM_001140587.2	mRNA	ribonucleaseH2%2CsubunitC
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX1
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604372	zincfingerandBTBdomain-containingprotein3-like%2CtranscriptvariantX2
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	LOC106604371	fermitinfamilyhomolog3-like
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX2
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX1
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX4
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1%2CtranscriptvariantX3
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	macrod1	mono-ADPribosylhydrolase1
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX3
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX3
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX3
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX3
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX3
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX3
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX2
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX2
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX2
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX2
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX2
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX2
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX1
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX1
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX1
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX1
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX1
mRNA	LOC106604369	leucine-richrepeattransmembraneproteinFLRT1%2CtranscriptvariantX1
mRNA	ccdc88b	coiled-coildomaincontaining88B%2CtranscriptvariantX1
mRNA	ccdc88b	coiled-coildomaincontaining88B%2CtranscriptvariantX1
mRNA	ccdc88b	coiled-coildomaincontaining88B%2CtranscriptvariantX1
mRNA	ccdc88b	coiled-coildomaincontaining88B%2CtranscriptvariantX2
mRNA	ccdc88b	coiled-coildomaincontaining88B%2CtranscriptvariantX2
mRNA	ccdc88b	coiled-coildomaincontaining88B%2CtranscriptvariantX2
mRNA	LOC106604375	RDS/peripherin-likeproteinxRDS35
mRNA	LOC106604375	RDS/peripherin-likeproteinxRDS35
mRNA	LOC106604375	RDS/peripherin-likeproteinxRDS35
mRNA	LOC106604376	uncharacterizedLOC106604376
mRNA	LOC106604376	uncharacterizedLOC106604376
mRNA	LOC106604376	uncharacterizedLOC106604376
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX2
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX2
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX2
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX1
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX1
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX1
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX4
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX4
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX4
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX3
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX3
mRNA	LOC106604377	N-terminalkinase-likeprotein%2CtranscriptvariantX3
mRNA	LOC106604378	phospholipaseAandacyltransferase4
mRNA	LOC106604378	phospholipaseAandacyltransferase4
mRNA	LOC106604378	phospholipaseAandacyltransferase4
mRNA	LOC106604379	phospholipaseAandacyltransferase3
mRNA	LOC106604379	phospholipaseAandacyltransferase3
mRNA	LOC106604379	phospholipaseAandacyltransferase3
mRNA	ints5	integratorcomplexsubunit5
mRNA	ints5	integratorcomplexsubunit5
mRNA	ints5	integratorcomplexsubunit5
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX1
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX1
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX1
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX3
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX3
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX3
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX2
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX2
mRNA	ganabb	glucosidaseIIalphasubunitb%2CtranscriptvariantX2
mRNA	si:ch211-114c17.1	pre-mRNA-processingfactor39%2CtranscriptvariantX2
mRNA	si:ch211-114c17.1	pre-mRNA-processingfactor39%2CtranscriptvariantX2
mRNA	si:ch211-114c17.1	pre-mRNA-processingfactor39%2CtranscriptvariantX2
mRNA	si:ch211-114c17.1	pre-mRNA-processingfactor39%2CtranscriptvariantX1
mRNA	si:ch211-114c17.1	pre-mRNA-processingfactor39%2CtranscriptvariantX1
mRNA	si:ch211-114c17.1	pre-mRNA-processingfactor39%2CtranscriptvariantX1
mRNA	saks1	SAPKsubstrateprotein1%2CtranscriptvariantX1
mRNA	saks1	SAPKsubstrateprotein1%2CtranscriptvariantX1
mRNA	saks1	SAPKsubstrateprotein1%2CtranscriptvariantX1
mRNA	saks1	SAPKsubstrateprotein1
mRNA	saks1	SAPKsubstrateprotein1
mRNA	saks1	SAPKsubstrateprotein1
mRNA	LOC106604384	EHdomain-containingprotein1%2CtranscriptvariantX1
mRNA	LOC106604384	EHdomain-containingprotein1%2CtranscriptvariantX1
mRNA	LOC106604384	EHdomain-containingprotein1%2CtranscriptvariantX1
mRNA	LOC106604384	EHdomain-containingprotein1%2CtranscriptvariantX2
mRNA	LOC106604384	EHdomain-containingprotein1%2CtranscriptvariantX2
mRNA	LOC106604384	EHdomain-containingprotein1%2CtranscriptvariantX2
mRNA	map1lc3cl	microtubule-associatedprotein1lightchain3gamma%2Clike
mRNA	map1lc3cl	microtubule-associatedprotein1lightchain3gamma%2Clike
mRNA	map1lc3cl	microtubule-associatedprotein1lightchain3gamma%2Clike
mRNA	LOC106604383	uncharacterizedLOC106604383
mRNA	LOC106604383	uncharacterizedLOC106604383
mRNA	LOC106604383	uncharacterizedLOC106604383
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX1
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX1
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX1
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX2
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX2
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX2
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX3
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX3
mRNA	dnajc4	DnaJ(Hsp40)homolog%2CsubfamilyC%2Cmember4%2CtranscriptvariantX3
mRNA	LOC106604412	vascularendothelialgrowthfactorA-like
mRNA	LOC106604412	vascularendothelialgrowthfactorA-like
mRNA	LOC106604412	vascularendothelialgrowthfactorA-like
mRNA	stx5a	syntaxin5A
mRNA	stx5a	syntaxin5A
mRNA	stx5a	syntaxin5A
mRNA	zgc:162144	RD3domain-containingprotein
mRNA	zgc:162144	RD3domain-containingprotein
mRNA	zgc:162144	RD3domain-containingprotein
mRNA	LOC106604356	centromereproteinF
mRNA	LOC106604356	centromereproteinF
mRNA	LOC106604356	centromereproteinF
mRNA	LOC106604388	uncharacterizedLOC106604388
mRNA	LOC106604388	uncharacterizedLOC106604388
mRNA	LOC106604388	uncharacterizedLOC106604388
mRNA	kcnk4a	potassiumchannel%2CsubfamilyK%2Cmember4a
mRNA	kcnk4a	potassiumchannel%2CsubfamilyK%2Cmember4a
mRNA	kcnk4a	potassiumchannel%2CsubfamilyK%2Cmember4a
mRNA	tgfb5	transforminggrowthfactor%2Cbeta5
mRNA	tgfb5	transforminggrowthfactor%2Cbeta5
mRNA	tgfb5	transforminggrowthfactor%2Cbeta5
Name=NM_001141180.1	mRNA	tRNAmethyltransferaseactivatorsubunit11-2
Name=NM_001141180.1	mRNA	tRNAmethyltransferaseactivatorsubunit11-2
Name=NM_001141180.1	mRNA	tRNAmethyltransferaseactivatorsubunit11-2
mRNA	atg2a	autophagyrelated2A
mRNA	atg2a	autophagyrelated2A
mRNA	atg2a	autophagyrelated2A
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX2
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX2
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX2
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX1
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX1
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX1
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX4
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX4
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX4
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX3
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX3
mRNA	LOC106604390	nuclearRNAexportfactor1-like%2CtranscriptvariantX3
mRNA	LOC106604393	inositol-trisphosphate3-kinaseB-like%2CtranscriptvariantX2
mRNA	LOC106604393	inositol-trisphosphate3-kinaseB-like%2CtranscriptvariantX2
mRNA	LOC106604393	inositol-trisphosphate3-kinaseB-like%2CtranscriptvariantX2
mRNA	LOC106604393	inositol-trisphosphate3-kinaseB-like%2CtranscriptvariantX1
mRNA	LOC106604393	inositol-trisphosphate3-kinaseB-like%2CtranscriptvariantX1
mRNA	LOC106604393	inositol-trisphosphate3-kinaseB-like%2CtranscriptvariantX1
mRNA	LOC106604395	seipin%2CtranscriptvariantX1
mRNA	LOC106604395	seipin%2CtranscriptvariantX1
mRNA	LOC106604395	seipin%2CtranscriptvariantX3
mRNA	LOC106604395	seipin%2CtranscriptvariantX3
mRNA	LOC106604395	seipin%2CtranscriptvariantX2
mRNA	LOC106604395	seipin%2CtranscriptvariantX2
mRNA	ctsw	cathepsinW%2CtranscriptvariantX1
mRNA	ctsw	cathepsinW%2CtranscriptvariantX3
mRNA	ctsw	cathepsinW%2CtranscriptvariantX4
mRNA	ctsw	cathepsinW%2CtranscriptvariantX2
Name=NM_001140206.1	mRNA	cathepsinW
