query	database.subject	pid	aln.length	mismatches	gap.openings	query.start	query.end	subj.start	subj.end	e.value	bit.score	protein	species	length	subj.name	subj.gene.cluster	subj.gene.call	hit.id
BAC23068.1	c_000000004891	30.986	71	49	0	2705	2775	274	344	0.001	42.4	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000206	39251	152
BAC23068.1	c_000000004891	41.176	34	20	0	2740	2773	522	555	2.1	32	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000206	39251	153
BAC23068.1	c_000000005833	34.247	73	48	0	2703	2775	1190	1262	0.003	41.6	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	38875	154
BAC23068.1	c_000000005833	32.927	82	48	2	2715	2796	889	963	0.041	37.7	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	38875	155
BAC23068.1	c_000000005833	38.889	54	32	1	2714	2767	684	736	0.05	37.4	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	38875	156
BAC23068.1	c_000000005833	34	50	33	0	2727	2776	1488	1537	0.52	33.9	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	38875	157
BAC23068.1	c_000000005833	33.333	66	43	1	2708	2773	948	1012	2.8	31.6	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	38875	158
BAC23068.1	c_000000005833	32	50	34	0	2727	2776	470	519	7.4	30	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	38875	159
BAC23068.1	c_000000005476	30.508	118	73	3	2714	2823	575	691	0.003	41.2	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00001065	39583	160
BAC23068.1	c_000000005476	31.746	63	39	1	2735	2797	85	143	0.27	34.7	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00001065	39583	161
BAC23068.1	c_000000005476	32.353	68	44	2	2707	2774	316	381	0.31	34.7	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00001065	39583	162
BAC23068.1	c_000000005476	31.25	64	42	2	2705	2767	335	397	6.2	30.4	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00001065	39583	163
BAC23068.1	c_000000000555	32.673	101	52	3	2158	2258	1271	1355	0.003	41.6	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00001094	342	164
BAC23068.1	c_000000000555	29.648	199	79	10	102	256	44	225	1.5	32.3	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00001094	342	165
BAC23068.1	c_000000000555	24.183	153	98	5	1868	2020	759	893	8.4	30	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00001094	342	166
BAC23068.1	c_000000002917	35.211	71	45	1	2705	2775	374	443	0.003	40.8	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	167
BAC23068.1	c_000000002917	33.803	71	46	1	2703	2773	394	463	0.008	39.7	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	168
BAC23068.1	c_000000002917	33.871	62	40	1	2714	2775	449	509	0.012	39.3	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	169
BAC23068.1	c_000000002917	38	50	31	0	2728	2777	374	423	0.023	38.1	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	170
BAC23068.1	c_000000002917	35.185	54	34	1	2714	2767	471	523	0.052	37	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	171
BAC23068.1	c_000000002917	29.213	89	61	2	2705	2793	418	504	0.1	36.2	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	172
BAC23068.1	c_000000002917	34.426	61	39	1	2713	2773	239	298	0.2	35	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	173
BAC23068.1	c_000000002917	31.579	57	38	1	2714	2770	119	174	6.9	30	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00005125	26907	174
BAC23068.1	c_000000002467	24.39	164	93	5	2646	2797	44	188	0.012	38.5	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00003435	36203	175
BAC23068.1	c_000000004119	35.849	53	33	1	2715	2767	705	756	0.014	39.3	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	176
BAC23068.1	c_000000004119	24.194	124	79	2	2666	2774	1523	1646	0.035	37.7	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	177
BAC23068.1	c_000000004119	33.333	81	47	2	2715	2795	911	984	0.044	37.4	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	178
BAC23068.1	c_000000004119	42.222	45	26	0	2727	2771	988	1032	0.11	36.2	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	179
BAC23068.1	c_000000004119	28.571	63	44	1	2705	2767	433	494	1.5	32.3	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	180
BAC23068.1	c_000000004119	34.146	41	27	0	2727	2767	498	538	5.8	30.4	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	181
BAC23068.1	c_000000004119	32	50	34	0	2718	2767	1229	1278	8.6	30	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002995	35378	182
BAC23068.1	c_000000007385	28.682	129	83	3	2727	2847	207	334	0.021	38.5	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00003496	39595	183
BAC23068.1	c_000000007385	35.484	62	39	1	2714	2775	953	1013	0.058	37	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00003496	39595	184
BAC23068.1	c_000000007385	33.333	45	30	0	2731	2775	701	745	1.8	32.3	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00003496	39595	185
BAC23068.1	c_000000007385	34.483	58	35	2	2711	2767	498	553	2.3	32	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00003496	39595	186
BAC23068.1	c_000000007385	35.821	67	41	2	2709	2775	431	495	8.4	30	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00003496	39595	187
BAC23068.1	c_000000007833	31	100	54	3	2680	2777	76	162	0.022	37.4	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00000799	35731	188
BAC23068.1	c_000000001480	31.746	63	43	0	2714	2776	440	502	0.035	37.7	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000113	26318	189
BAC23068.1	c_000000001480	26.974	152	93	4	2658	2798	440	584	0.13	35.8	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000113	26318	190
BAC23068.1	c_000000005475	37.288	59	35	2	2709	2767	318	374	0.039	37.4	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00001065	35751	191
BAC23068.1	c_000000005475	37.037	54	33	1	2722	2775	308	360	0.1	36.2	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00001065	35751	192
BAC23068.1	c_000000005475	31.746	63	39	1	2735	2797	85	143	0.53	33.9	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00001065	35751	193
BAC23068.1	c_000000007518	32.258	62	42	0	2714	2775	477	538	0.043	37.4	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000184	26944	194
BAC23068.1	c_000000003902	40	35	21	0	2737	2771	52	86	0.046	34.3	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000830	26938	195
BAC23068.1	c_000000001451	29.747	158	84	8	629	779	98	235	0.065	36.2	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00004695	341	196
BAC23068.1	c_000000000386	27.815	151	90	5	951	1096	185	321	0.07	36.2	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_urealyticum	GC_00004962	26	197
BAC23068.1	c_000000000386	24.786	234	146	10	1586	1809	107	320	0.17	35	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_urealyticum	GC_00004962	26	198
BAC23068.1	c_000000000386	22.93	157	106	5	2288	2441	178	322	8	29.6	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_urealyticum	GC_00004962	26	199
BAC23068.1	c_000000006421	36.923	65	39	2	2705	2767	321	385	0.11	35.8	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00000838	36338	200
BAC23068.1	c_000000004889	33.333	63	41	1	2714	2776	746	807	0.13	35.8	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00000206	35910	201
BAC23068.1	c_000000006420	38.462	65	38	2	2705	2767	321	385	0.14	35.4	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000838	26591	202
BAC23068.1	c_000000003851	27.575	301	157	15	477	765	56	307	0.15	35.4	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00005018	330	203
BAC23068.1	c_000000003851	35	80	43	5	692	769	56	128	3.8	30.8	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00005018	330	204
BAC23068.1	c_000000000511	39.024	41	25	0	2735	2775	492	532	0.15	35.4	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00001151	39496	205
BAC23068.1	c_000000001869	41.667	36	20	1	1774	1809	2	36	0.22	30.8	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_diversum	GC_00003623	347	206
BAC23068.1	c_000000000304	25	140	98	4	2684	2823	193	325	0.23	35	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00000133	36584	207
BAC23068.1	c_000000005832	38.776	49	30	0	2728	2776	675	723	0.27	35	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	39504	208
BAC23068.1	c_000000005831	41.304	46	24	1	2723	2768	447	489	0.27	35	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000494	39542	209
BAC23068.1	c_000000006448	29.577	71	49	1	2701	2770	164	234	0.32	33.9	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00004793	26341	210
BAC23068.1	c_000000006448	31.746	63	43	0	2705	2767	100	162	4.3	30.4	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00004793	26341	211
BAC23068.1	c_000000006448	36.538	52	32	1	2720	2770	24	75	4.5	30.4	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00004793	26341	212
BAC23068.1	c_000000007834	39.024	41	25	0	2737	2777	122	162	0.36	33.5	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00000799	39231	213
BAC23068.1	c_000000007769	36.585	41	26	0	2735	2775	104	144	0.37	33.9	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00002640	36068	214
BAC23068.1	c_000000004134	40	35	21	0	3	37	4	38	0.48	34.3	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_diversum	GC_00004806	680	215
BAC23068.1	c_000000002977	26.923	156	88	8	2079	2227	527	663	0.5	33.9	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00005048	106	216
BAC23068.1	c_000000007064	29.167	72	50	1	2705	2776	111	181	0.81	32.7	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00003931	36655	217
BAC23068.1	c_000000003903	33.962	53	24	1	2729	2770	33	85	0.87	30.4	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00000830	36649	218
BAC23068.1	c_000000001276	34.921	63	33	2	2908	2962	186	248	0.91	32.7	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_iowae	GC_00003745	36	219
BAC23068.1	c_000000005698	22.112	303	188	15	492	781	516	783	1.7	32.3	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00004021	39668	220
BAC23068.1	c_000000001479	36.585	41	26	0	2728	2768	520	560	1.7	32	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000113	26600	221
BAC23068.1	c_000000000001	34.211	38	25	0	2745	2782	5	42	2.1	29.3	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00003865	36665	222
BAC23068.1	c_000000000156	32.258	62	41	1	2727	2787	18	79	2.3	29.3	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_diversum	GC_00002533	685	223
BAC23068.1	c_000000000570	30.137	73	48	2	2705	2775	178	249	2.4	31.2	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000492	26766	224
BAC23068.1	c_000000000570	29.032	62	43	1	2714	2775	211	271	2.9	31.2	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000492	26766	225
BAC23068.1	c_000000000510	36.585	41	26	0	2727	2767	506	546	2.5	31.6	Gli349	Mesomycoplasma.mobile	3273	MAG02_Mycoplasma_sp	GC_00001151	36067	226
BAC23068.1	c_000000001481	43.333	30	17	0	2739	2768	531	560	2.5	31.6	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000113	26953	227
BAC23068.1	c_000000000571	30.137	73	48	2	2705	2775	178	249	2.6	31.2	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00000492	36723	228
BAC23068.1	c_000000000571	29.032	62	43	1	2714	2775	211	271	3.1	31.2	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00000492	36723	229
BAC23068.1	c_000000008106	31.532	111	54	6	1373	1467	193	297	2.8	31.2	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_diversum	GC_00001103	358	230
BAC23068.1	c_000000002367	27.907	129	74	6	530	655	341	453	5	30.8	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00003003	39391	231
BAC23068.1	c_000000001708	28.788	66	47	0	2370	2435	562	627	5	30.8	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_iowae	GC_00002571	693	232
BAC23068.1	c_000000005676	39.394	33	20	0	1571	1603	193	225	5.6	30	Gli349	Mesomycoplasma.mobile	3273	REF_Ureaplasma_diversum	GC_00002807	163	233
BAC23068.1	c_000000000572	31.667	60	34	3	2687	2745	51	104	5.8	30	Gli349	Mesomycoplasma.mobile	3273	MAG05_Mycoplasma_sp	GC_00000492	36341	234
BAC23068.1	c_000000000901	25.532	282	128	12	2132	2365	165	412	6.1	30.4	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00004045	450	235
BAC23068.1	c_000000005079	22.727	88	63	2	2672	2756	5	90	7.1	29.6	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00004814	611	236
BAC23068.1	c_000000003805	27.273	242	146	10	131	352	1590	1821	7.2	30.4	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00005038	39324	237
BAC23068.1	c_000000007410	30.769	65	33	1	853	917	401	453	7.4	30	Gli349	Mesomycoplasma.mobile	3273	MAG04_Mycoplasma_sp	GC_00004887	39622	238
BAC23068.1	c_000000003358	27.273	88	59	3	2714	2799	24	108	7.5	30	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00000277	26185	239
BAC23068.1	c_000000005191	41.935	31	18	0	2741	2771	53	83	8.2	30	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_penetrans	GC_00001892	397	240
BAC23068.1	c_000000007910	29.268	41	29	0	2720	2760	53	93	8.5	29.6	Gli349	Mesomycoplasma.mobile	3273	MAG03_Mycoplasma_sp	GC_00004232	26249	241
BAC23068.1	c_000000006915	27.358	106	70	3	2876	2977	150	252	9.8	29.3	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_iowae	GC_00004279	252	242
BAC23068.1	c_000000001273	23.629	237	155	8	2004	2240	307	517	10	29.6	Gli349	Mesomycoplasma.mobile	3273	REF_Mycoplasma_mobile	GC_00000606	338	243
BAV20919.1	c_000000001230	78	400	82	3	1	394	1	400	0	634	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_penetrans	GC_00000008	32	244
BAV20919.1	c_000000001228	77	400	86	3	1	394	1	400	0	629	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_iowae	GC_00000008	146	245
BAV20919.1	c_000000001225	76.5	400	88	3	1	394	1	400	0	622	EF-Tu	Mycoplasma.pneumoniae	404	MAG04_Mycoplasma_sp	GC_00000008	38966	246
BAV20919.1	c_000000001221	75.628	398	91	3	1	392	1	398	0	616	EF-Tu	Mycoplasma.pneumoniae	404	MAG02_Mycoplasma_sp	GC_00000008	35820	247
BAV20919.1	c_000000001232	73.418	395	99	3	1	389	1	395	0	596	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_urealyticum	GC_00000008	569	248
BAV20919.1	c_000000001231	72.932	399	102	3	1	393	1	399	0	595	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_diversum	GC_00000008	379	249
BAV20919.1	c_000000001229	68.579	401	118	4	1	394	1	400	0	575	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_mobile	GC_00000008	231	250
BAV20919.1	c_000000001224	69.804	255	72	2	1	250	1	255	1.54e-117	345	EF-Tu	Mycoplasma.pneumoniae	404	MAG05_Mycoplasma_sp	GC_00000008	36480	251
BAV20919.1	c_000000001222	69.804	255	72	2	1	250	1	255	1.85e-117	345	EF-Tu	Mycoplasma.pneumoniae	404	MAG03_Mycoplasma_sp	GC_00000008	26785	252
BAV20919.1	c_000000001226	78.365	208	40	2	1	203	1	208	8.87e-112	331	EF-Tu	Mycoplasma.pneumoniae	404	MAG01_Mycoplasma_salmoninae	GC_00000008	39778	253
BAV20919.1	c_000000001227	73.262	187	49	1	209	394	214	400	5.09e-93	283	EF-Tu	Mycoplasma.pneumoniae	404	MAG01_Mycoplasma_salmoninae	GC_00000008	39809	254
BAV20919.1	c_000000001223	71.038	183	52	1	213	394	218	400	2.56e-87	268	EF-Tu	Mycoplasma.pneumoniae	404	MAG03_Mycoplasma_sp	GC_00000008	26718	255
BAV20919.1	c_000000007366	30.165	242	143	10	14	247	9	232	2.4e-20	90.9	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_iowae	GC_00000035	332	256
BAV20919.1	c_000000007368	28.98	245	142	10	14	247	9	232	1.08e-19	89	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_penetrans	GC_00000035	51	257
BAV20919.1	c_000000007369	28.631	241	140	10	14	243	9	228	3.17e-19	87.4	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_diversum	GC_00000035	107	258
BAV20919.1	c_000000007367	32.927	246	136	10	7	243	3	228	8.01e-19	86.3	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_mobile	GC_00000035	412	259
BAV20919.1	c_000000007370	30.992	242	141	10	14	247	9	232	8.23e-19	86.3	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_urealyticum	GC_00000035	311	260
BAV20919.1	c_000000007365	28.682	258	147	10	1	247	1	232	3.1e-18	84.3	EF-Tu	Mycoplasma.pneumoniae	404	MAG01_Mycoplasma_salmoninae	GC_00000035	40419	261
BAV20919.1	c_000000007364	29.461	241	146	9	14	247	9	232	4.03e-18	84.3	EF-Tu	Mycoplasma.pneumoniae	404	MAG04_Mycoplasma_sp	GC_00000035	39066	262
BAV20919.1	c_000000007361	29.461	241	146	10	14	247	9	232	1.63e-17	82.4	EF-Tu	Mycoplasma.pneumoniae	404	MAG02_Mycoplasma_sp	GC_00000035	35475	263
BAV20919.1	c_000000001552	38.462	143	83	4	1	141	1	140	1.56e-15	76.3	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_mobile	GC_00000006	376	264
BAV20919.1	c_000000004506	33.526	173	96	4	15	187	133	286	2.32e-15	75.9	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_mobile	GC_00000455	157	265
BAV20919.1	c_000000007363	30.364	247	141	11	7	243	3	228	3.06e-15	75.5	EF-Tu	Mycoplasma.pneumoniae	404	MAG05_Mycoplasma_sp	GC_00000035	36383	266
BAV20919.1	c_000000001547	38.125	160	92	5	1	158	1	155	3.14e-15	75.5	EF-Tu	Mycoplasma.pneumoniae	404	MAG05_Mycoplasma_sp	GC_00000006	36507	267
BAV20919.1	c_000000001545	38.462	143	83	4	1	141	1	140	5.72e-15	74.7	EF-Tu	Mycoplasma.pneumoniae	404	MAG03_Mycoplasma_sp	GC_00000006	26227	268
BAV20919.1	c_000000004504	29.63	243	130	8	2	237	122	330	6.33e-15	74.3	EF-Tu	Mycoplasma.pneumoniae	404	MAG03_Mycoplasma_sp	GC_00000455	26864	269
BAV20919.1	c_000000007362	29.555	247	143	11	7	243	3	228	9.16e-15	73.9	EF-Tu	Mycoplasma.pneumoniae	404	MAG03_Mycoplasma_sp	GC_00000035	26646	270
BAV20919.1	c_000000001544	39.437	142	79	6	1	139	1	138	2.79e-14	72.4	EF-Tu	Mycoplasma.pneumoniae	404	MAG02_Mycoplasma_sp	GC_00000006	35960	271
BAV20919.1	c_000000001549	38.732	142	80	6	1	139	1	138	1.21e-13	70.5	EF-Tu	Mycoplasma.pneumoniae	404	MAG04_Mycoplasma_sp	GC_00000006	38965	272
BAV20919.1	c_000000002829	31.405	242	138	11	3	243	117	331	3.29e-13	68.9	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_penetrans	GC_00000134	113	273
BAV20919.1	c_000000001551	31.019	216	126	8	1	199	1	210	3.45e-13	68.9	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_iowae	GC_00000006	147	274
BAV20919.1	c_000000004505	28.279	244	132	7	2	237	122	330	3.86e-13	68.9	EF-Tu	Mycoplasma.pneumoniae	404	MAG05_Mycoplasma_sp	GC_00000455	36544	275
BAV20919.1	c_000000001554	35.156	128	80	2	14	139	12	138	8.62e-13	67.8	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_diversum	GC_00000006	378	276
BAV20919.1	c_000000001555	37.209	129	76	4	14	139	12	138	1.26e-12	67.4	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_urealyticum	GC_00000006	570	277
BAV20919.1	c_000000002830	31.197	234	120	9	15	240	128	328	1.38e-12	67	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_diversum	GC_00000134	773	278
BAV20919.1	c_000000001550	35.659	129	78	3	14	139	12	138	2.37e-12	66.6	EF-Tu	Mycoplasma.pneumoniae	404	MAG01_Mycoplasma_salmoninae	GC_00000006	39779	279
BAV20919.1	c_000000001553	35.915	142	84	5	1	139	1	138	5.81e-12	65.1	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_penetrans	GC_00000006	31	280
BAV20919.1	c_000000002831	29.487	234	124	9	15	240	128	328	1.22e-10	61.2	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_urealyticum	GC_00000134	306	281
BAV20919.1	c_000000002827	29.293	198	96	7	7	196	121	282	1.24e-10	60.8	EF-Tu	Mycoplasma.pneumoniae	404	MAG01_Mycoplasma_salmoninae	GC_00000134	40568	282
BAV20919.1	c_000000002825	30.702	228	129	8	15	240	128	328	2.44e-10	60.1	EF-Tu	Mycoplasma.pneumoniae	404	MAG02_Mycoplasma_sp	GC_00000134	35392	283
BAV20919.1	c_000000002828	28.384	229	139	6	15	243	128	331	4.17e-10	59.3	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_iowae	GC_00000134	746	284
BAV20919.1	c_000000002826	28.947	228	133	9	15	240	128	328	7.42e-09	55.5	EF-Tu	Mycoplasma.pneumoniae	404	MAG04_Mycoplasma_sp	GC_00000134	39009	285
BAV20919.1	c_000000006922	23.529	102	73	3	75	175	42	139	0.13	32	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_diversum	GC_00000534	150	286
BAV20919.1	c_000000006923	26.087	92	63	3	85	175	52	139	7.2	26.6	EF-Tu	Mycoplasma.pneumoniae	404	REF_Ureaplasma_urealyticum	GC_00000534	498	287
BAV20919.1	c_000000007613	41.667	24	14	0	6	29	192	215	8.4	26.6	EF-Tu	Mycoplasma.pneumoniae	404	REF_Mycoplasma_mobile	GC_00001115	295	288
BAV20919.1	c_000000003651	26.087	46	32	1	130	175	93	136	9	26.2	EF-Tu	Mycoplasma.pneumoniae	404	MAG04_Mycoplasma_sp	GC_00003038	39328	289
CAA04900.1	c_000000000571	45.161	31	16	1	1	31	1	30	0.042	33.9	P50	Metamycoplasma.hominis	483	MAG05_Mycoplasma_sp	GC_00000492	36723	290
CAA04900.1	c_000000002305	27.723	101	58	4	1	88	1	99	0.051	33.9	P50	Metamycoplasma.hominis	483	REF_Ureaplasma_urealyticum	GC_00000735	15	291
CAA04900.1	c_000000004644	34.286	70	29	2	329	394	563	619	0.091	33.5	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_iowae	GC_00002716	30	292
CAA04900.1	c_000000000572	45.161	31	16	1	1	31	1	30	0.19	32	P50	Metamycoplasma.hominis	483	MAG05_Mycoplasma_sp	GC_00000492	36341	293
CAA04900.1	c_000000000556	44.444	27	15	0	1	27	2	28	0.58	30.8	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_mobile	GC_00001094	656	294
CAA04900.1	c_000000000343	30.864	81	43	5	1	79	1	70	1	30	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_mobile	GC_00002548	434	295
CAA04900.1	c_000000000555	27.941	68	39	1	1	58	2	69	1.7	29.3	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_mobile	GC_00001094	342	296
CAA04900.1	c_000000000828	25.581	86	37	2	336	420	147	206	3.9	27.7	P50	Metamycoplasma.hominis	483	REF_Ureaplasma_diversum	GC_00004396	344	297
CAA04900.1	c_000000001419	22.951	61	45	1	1	59	1	61	5.4	27.3	P50	Metamycoplasma.hominis	483	REF_Ureaplasma_diversum	GC_00004151	521	298
CAA04900.1	c_000000001451	37.037	27	17	0	1	27	1	27	5.5	27.3	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_mobile	GC_00004695	341	299
CAA04900.1	c_000000001420	30.435	23	16	0	5	27	6	28	5.9	27.3	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_mobile	GC_00003325	346	300
CAA04900.1	c_000000007539	30	50	35	0	198	247	135	184	6	27.3	P50	Metamycoplasma.hominis	483	MAG03_Mycoplasma_sp	GC_00000605	26796	301
CAA04900.1	c_000000003794	42.857	28	16	0	153	180	11	38	6.7	26.9	P50	Metamycoplasma.hominis	483	MAG03_Mycoplasma_sp	GC_00000828	26301	302
